customer_id,gender,is_senior_citizen,partner,dependents,phone_service,internet_service,contract_type,payment_type,monthly_charges,total_charges,churn,Tenure,is_female,has_churned,has_phone,has_internet,has_phone_and_internet,partner_dependents,start_date,average_monthly,Match_average_monthly,contract_type_description,phone_type_descrption,internet_type_description
2796-UUZZO,Male,0,Yes,Yes,1,2,0,Credit card (automatic),$80.30,"$4,896.35",No,61,FALSE,FALSE,TRUE,TRUE,TRUE,3,20160331,$80.30,TRUE,Month-to-Month,One Line,Fiber Optic
2798-NYLMZ,Male,0,Yes,No,2,2,2,Credit card (automatic),$108.55,"$7,616.00",No,70,FALSE,FALSE,TRUE,TRUE,TRUE,1,20150625,$108.55,TRUE,2 Year,Two or More Lines,Fiber Optic
2799-ARNLO,Female,1,Yes,No,1,2,0,Electronic check,$69.35,$341.60,No,5,TRUE,FALSE,TRUE,TRUE,TRUE,1,20201130,$69.35,TRUE,Month-to-Month,One Line,Fiber Optic
2799-TSLAG,Female,0,Yes,Yes,2,0,2,Bank transfer (automatic),$25.30,"$1,748.55",No,69,TRUE,FALSE,TRUE,FALSE,FALSE,3,20150727,$25.30,TRUE,2 Year,Two or More Lines,No Internet Service
2800-QQUSO,Male,0,No,No,2,2,0,Electronic check,$100.30,"$4,222.95",No,42,FALSE,FALSE,TRUE,TRUE,TRUE,0,20171026,$100.30,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
2800-VEQXM,Female,0,No,No,1,2,0,Mailed check,$74.75,$238.10,No,3,TRUE,FALSE,TRUE,TRUE,TRUE,0,20210122,$74.75,TRUE,Month-to-Month,One Line,Fiber Optic
2801-NISEI,Male,0,No,No,1,1,0,Electronic check,$54.95,"$1,348.50",No,25,FALSE,FALSE,TRUE,TRUE,TRUE,0,20190413,$54.95,TRUE,Month-to-Month,One Line,DSL
2804-ETQDK,Male,0,No,Yes,1,0,2,Mailed check,$20.55,"$1,357.10",No,66,FALSE,FALSE,TRUE,FALSE,FALSE,2,20151029,$20.55,TRUE,2 Year,One Line,No Internet Service
2805-AUFQN,Female,0,No,No,1,0,2,Credit card (automatic),$19.80,$475.20,No,24,TRUE,FALSE,TRUE,FALSE,FALSE,0,20190430,$19.80,TRUE,2 Year,One Line,No Internet Service
2805-EDJPQ,Female,0,Yes,Yes,2,2,1,Credit card (automatic),$99.75,"$5,608.40",No,56,TRUE,FALSE,TRUE,TRUE,TRUE,3,20160822,$99.75,TRUE,1 Year,Two or More Lines,Fiber Optic
2806-MLNTI,Male,1,Yes,No,2,2,1,Bank transfer (automatic),$105.10,"$5,376.40",No,51,FALSE,FALSE,TRUE,TRUE,TRUE,1,20170124,$105.10,TRUE,1 Year,Two or More Lines,Fiber Optic
2808-CHTDM,Female,0,Yes,Yes,2,0,2,Mailed check,$25.10,$611.45,No,24,TRUE,FALSE,TRUE,FALSE,FALSE,3,20190419,$25.10,TRUE,2 Year,Two or More Lines,No Internet Service
2809-ILCYT,Female,0,Yes,No,2,0,1,Mailed check,$26.80,$733.55,No,27,TRUE,FALSE,TRUE,FALSE,FALSE,1,20190117,$26.80,TRUE,1 Year,Two or More Lines,No Internet Service
2809-ZMYOQ,Female,0,No,No,2,2,0,Electronic check,$101.35,"$3,334.90",No,33,TRUE,FALSE,TRUE,TRUE,TRUE,0,20180802,$101.35,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
2810-FTLEM,Female,0,No,No,1,1,0,Electronic check,$50.15,$762.25,Yes,15,TRUE,TRUE,TRUE,TRUE,TRUE,0,20200122,$50.15,TRUE,Month-to-Month,One Line,DSL
2811-POVEX,Female,1,Yes,Yes,1,2,0,Bank transfer (automatic),$88.45,"$2,130.55",No,24,TRUE,FALSE,TRUE,TRUE,TRUE,3,20190427,$88.45,TRUE,Month-to-Month,One Line,Fiber Optic
2812-ENYMO,Male,0,No,No,0,1,1,Credit card (automatic),$54.55,"$1,362.85",No,25,FALSE,FALSE,FALSE,TRUE,FALSE,0,20190331,$54.55,TRUE,1 Year,No Phone Service,DSL
2812-REYAT,Female,0,Yes,No,1,0,1,Bank transfer (automatic),$20.05,$923.10,No,46,TRUE,FALSE,TRUE,FALSE,FALSE,1,20170628,$20.05,TRUE,1 Year,One Line,No Internet Service
2812-SFXMJ,Male,0,No,Yes,1,0,0,Mailed check,$20.05,$20.05,No,1,FALSE,FALSE,TRUE,FALSE,FALSE,2,20210329,$20.05,TRUE,Month-to-Month,One Line,No Internet Service
2815-CPTUL,Male,1,No,No,1,2,0,Mailed check,$70.25,$331.90,Yes,5,FALSE,TRUE,TRUE,TRUE,TRUE,0,20201206,$70.25,TRUE,Month-to-Month,One Line,Fiber Optic
2817-LVCPP,Female,0,No,No,1,0,2,Credit card (automatic),$19.40,"$1,023.95",No,53,TRUE,FALSE,TRUE,FALSE,FALSE,0,20161205,$19.40,TRUE,2 Year,One Line,No Internet Service
2817-NTQDO,Male,0,No,No,0,1,0,Credit card (automatic),$45.55,$597.00,Yes,13,FALSE,TRUE,FALSE,TRUE,FALSE,0,20200326,$45.55,TRUE,Month-to-Month,No Phone Service,DSL
2819-GWENI,Female,0,Yes,Yes,1,0,1,Mailed check,$19.90,$543.00,No,27,TRUE,FALSE,TRUE,FALSE,FALSE,3,20190120,$19.90,TRUE,1 Year,One Line,No Internet Service
2821-WARNZ,Female,0,No,Yes,1,0,1,Credit card (automatic),$19.45,$921.30,No,47,TRUE,FALSE,TRUE,FALSE,FALSE,2,20170519,$19.45,TRUE,1 Year,One Line,No Internet Service
2823-LKABH,Female,0,No,No,2,2,0,Bank transfer (automatic),$95.05,"$1,679.40",No,18,TRUE,FALSE,TRUE,TRUE,TRUE,0,20191108,$95.05,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
2824-DXNKN,Female,0,Yes,Yes,2,1,2,Bank transfer (automatic),$71.45,"$5,025.85",No,70,TRUE,FALSE,TRUE,TRUE,TRUE,3,20150620,$71.45,TRUE,2 Year,Two or More Lines,DSL
2824-MYYBN,Female,0,Yes,Yes,2,2,0,Electronic check,$95.25,"$3,314.15",No,35,TRUE,FALSE,TRUE,TRUE,TRUE,3,20180605,$95.25,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
2826-DXLQO,Male,1,Yes,No,0,1,0,Bank transfer (automatic),$29.80,$220.45,No,7,FALSE,FALSE,FALSE,TRUE,FALSE,1,20200915,$29.80,TRUE,Month-to-Month,No Phone Service,DSL
2826-UWHIS,Male,0,Yes,No,2,2,0,Bank transfer (automatic),$81.40,"$3,775.85",No,46,FALSE,FALSE,TRUE,TRUE,TRUE,1,20170618,$81.40,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
2828-SLQPF,Male,0,No,No,1,1,0,Bank transfer (automatic),$45.00,$865.85,No,19,FALSE,FALSE,TRUE,TRUE,TRUE,0,20190921,$45.00,TRUE,Month-to-Month,One Line,DSL
2829-HYVZP,Male,0,No,No,1,0,1,Mailed check,$19.80,$572.20,No,29,FALSE,FALSE,TRUE,FALSE,FALSE,0,20181201,$19.80,TRUE,1 Year,One Line,No Internet Service
2830-LEWOA,Male,0,Yes,Yes,1,2,1,Credit card (automatic),$103.90,"$6,449.15",No,62,FALSE,FALSE,TRUE,TRUE,TRUE,3,20160227,$103.90,TRUE,1 Year,One Line,Fiber Optic
2831-EBWRN,Male,0,No,No,1,1,0,Electronic check,$45.90,$199.75,No,4,FALSE,FALSE,TRUE,TRUE,TRUE,0,20201217,$45.90,TRUE,Month-to-Month,One Line,DSL
2832-KJCRD,Female,0,No,No,2,2,0,Electronic check,$103.65,"$3,988.50",No,38,TRUE,FALSE,TRUE,TRUE,TRUE,0,20180213,$103.65,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
2832-SCUCO,Female,0,No,No,1,0,0,Electronic check,$19.90,$57.40,No,3,TRUE,FALSE,TRUE,FALSE,FALSE,0,20210131,$19.90,TRUE,Month-to-Month,One Line,No Internet Service
2833-SLKDQ,Male,0,No,No,1,1,0,Mailed check,$45.05,$45.05,Yes,1,FALSE,TRUE,TRUE,TRUE,TRUE,0,20210329,$45.05,TRUE,Month-to-Month,One Line,DSL
2834-JKOOW,Female,0,No,No,0,1,1,Mailed check,$45.90,$693.45,No,15,TRUE,FALSE,FALSE,TRUE,FALSE,0,20200125,$45.90,TRUE,1 Year,No Phone Service,DSL
2834-JRTUA,Male,0,No,No,2,2,2,Electronic check,$108.05,"$7,532.15",Yes,70,FALSE,TRUE,TRUE,TRUE,TRUE,0,20150709,$108.05,TRUE,2 Year,Two or More Lines,Fiber Optic
2834-SPCJV,Male,0,Yes,No,1,2,0,Electronic check,$84.10,"$4,348.65",Yes,52,FALSE,TRUE,TRUE,TRUE,TRUE,1,20170107,$84.10,TRUE,Month-to-Month,One Line,Fiber Optic
2839-RFSQE,Female,0,No,No,1,0,0,Mailed check,$20.65,$38.70,Yes,2,TRUE,TRUE,TRUE,FALSE,FALSE,0,20210302,$20.65,TRUE,Month-to-Month,One Line,No Internet Service
2840-XANRC,Male,1,Yes,No,1,2,0,Electronic check,$93.15,"$2,231.05",Yes,24,FALSE,TRUE,TRUE,TRUE,TRUE,1,20190501,$93.15,TRUE,Month-to-Month,One Line,Fiber Optic
2842-BCQGE,Male,0,No,No,2,2,0,Credit card (automatic),$75.35,"$3,161.40",No,42,FALSE,FALSE,TRUE,TRUE,TRUE,0,20171030,$75.35,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
2842-JTCCU,Male,0,No,No,1,1,0,Bank transfer (automatic),$46.05,$80.35,Yes,2,FALSE,TRUE,TRUE,TRUE,TRUE,0,20210306,$46.05,TRUE,Month-to-Month,One Line,DSL
2843-CQMEG,Male,0,No,No,1,1,0,Mailed check,$49.70,"$1,218.25",No,25,FALSE,FALSE,TRUE,TRUE,TRUE,0,20190414,$49.70,TRUE,Month-to-Month,One Line,DSL
2845-AFFTX,Male,1,Yes,No,2,2,0,Electronic check,$99.80,"$4,259.30",Yes,43,FALSE,TRUE,TRUE,TRUE,TRUE,1,20171008,$99.80,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
2845-HSJCY,Female,0,Yes,Yes,2,2,0,Electronic check,$87.25,"$1,258.60",Yes,14,TRUE,TRUE,TRUE,TRUE,TRUE,3,20200215,$87.25,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
2845-KDHVX,Female,0,Yes,No,1,1,2,Mailed check,$68.30,"$4,378.80",No,64,TRUE,FALSE,TRUE,TRUE,TRUE,1,20151226,$68.30,TRUE,2 Year,One Line,DSL
2848-YXSMW,Male,0,Yes,Yes,1,0,2,Credit card (automatic),$19.40,"$1,363.25",No,70,FALSE,FALSE,TRUE,FALSE,FALSE,3,20150622,$19.40,TRUE,2 Year,One Line,No Internet Service
2851-MMUTZ,Female,0,No,No,1,1,0,Mailed check,$56.15,"$1,439.35",No,26,TRUE,FALSE,TRUE,TRUE,TRUE,0,20190311,$56.15,TRUE,Month-to-Month,One Line,DSL
2851-STERV,Male,1,No,No,1,1,1,Electronic check,$73.00,"$2,471.25",No,34,FALSE,FALSE,TRUE,TRUE,TRUE,0,20180704,$73.00,TRUE,1 Year,One Line,DSL
2853-CWQFQ,Male,0,No,Yes,1,1,0,Mailed check,$59.55,$59.55,No,1,FALSE,FALSE,TRUE,TRUE,TRUE,2,20210329,$59.55,TRUE,Month-to-Month,One Line,DSL
2856-HYAPG,Female,0,No,No,1,2,0,Electronic check,$68.65,$68.65,Yes,1,TRUE,TRUE,TRUE,TRUE,TRUE,0,20210329,$68.65,TRUE,Month-to-Month,One Line,Fiber Optic
2856-NNASM,Male,1,No,No,1,2,0,Mailed check,$89.55,"$3,856.75",Yes,43,FALSE,TRUE,TRUE,TRUE,TRUE,0,20170927,$89.55,TRUE,Month-to-Month,One Line,Fiber Optic
2858-EIMXH,Female,1,Yes,No,2,2,1,Credit card (automatic),$95.85,"$5,016.25",No,52,TRUE,FALSE,TRUE,TRUE,TRUE,1,20161219,$95.85,TRUE,1 Year,Two or More Lines,Fiber Optic
2858-MOFSQ,Female,0,No,Yes,2,1,1,Mailed check,$55.85,$937.50,Yes,17,TRUE,TRUE,TRUE,TRUE,TRUE,2,20191205,$55.85,TRUE,1 Year,Two or More Lines,DSL
2860-RANUS,Female,1,No,No,2,2,0,Credit card (automatic),$85.80,"$1,727.50",Yes,20,TRUE,TRUE,TRUE,TRUE,TRUE,0,20190825,$85.80,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
2862-JVEOY,Male,0,No,No,1,0,1,Mailed check,$19.15,$124.40,No,6,FALSE,FALSE,TRUE,FALSE,FALSE,0,20201013,$19.15,TRUE,1 Year,One Line,No Internet Service
2862-PFNIK,Male,0,No,Yes,0,1,0,Electronic check,$24.70,$24.70,No,1,FALSE,FALSE,FALSE,TRUE,FALSE,2,20210329,$24.70,TRUE,Month-to-Month,No Phone Service,DSL
2863-IMQDR,Female,0,No,No,2,1,2,Electronic check,$89.65,"$5,308.70",No,59,TRUE,FALSE,TRUE,TRUE,TRUE,0,20160523,$89.65,TRUE,2 Year,Two or More Lines,DSL
2865-TCHJW,Female,1,No,No,2,2,0,Electronic check,$89.20,$346.20,Yes,4,TRUE,TRUE,TRUE,TRUE,TRUE,0,20201231,$89.20,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
2866-IKBTM,Female,0,No,No,1,0,0,Mailed check,$19.55,$19.55,No,1,TRUE,FALSE,TRUE,FALSE,FALSE,0,20210329,$19.55,TRUE,Month-to-Month,One Line,No Internet Service
2867-UIMSS,Male,0,No,No,1,2,0,Electronic check,$80.50,$80.50,Yes,1,FALSE,TRUE,TRUE,TRUE,TRUE,0,20210329,$80.50,TRUE,Month-to-Month,One Line,Fiber Optic
2868-LLSKM,Female,0,Yes,Yes,2,2,1,Bank transfer (automatic),$83.65,"$5,733.40",No,69,TRUE,FALSE,TRUE,TRUE,TRUE,3,20150814,$83.65,TRUE,1 Year,Two or More Lines,Fiber Optic
2868-MZAGQ,Male,0,No,No,1,2,0,Electronic check,$79.25,$79.25,Yes,1,FALSE,TRUE,TRUE,TRUE,TRUE,0,20210329,$79.25,TRUE,Month-to-Month,One Line,Fiber Optic
2868-SNELZ,Female,0,No,No,2,2,0,Mailed check,$80.60,$155.80,Yes,2,TRUE,TRUE,TRUE,TRUE,TRUE,0,20210301,$80.60,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
2869-ADAWR,Female,0,No,No,2,2,0,Credit card (automatic),$89.30,"$4,016.85",Yes,45,TRUE,TRUE,TRUE,TRUE,TRUE,0,20170730,$89.30,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
2873-ZLIWT,Female,0,Yes,Yes,2,2,0,Electronic check,$84.85,"$3,303.05",Yes,39,TRUE,TRUE,TRUE,TRUE,TRUE,3,20180130,$84.85,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
2874-YXVVA,Female,0,No,No,1,2,0,Electronic check,$105.10,"$3,634.80",No,35,TRUE,FALSE,TRUE,TRUE,TRUE,0,20180612,$105.10,TRUE,Month-to-Month,One Line,Fiber Optic
2876-GZYZC,Female,0,No,No,2,2,0,Electronic check,$85.95,"$1,215.65",No,14,TRUE,FALSE,TRUE,TRUE,TRUE,0,20200223,$85.95,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
2876-VBBBL,Female,0,No,No,1,0,0,Mailed check,$20.25,$20.25,Yes,1,TRUE,TRUE,TRUE,FALSE,FALSE,0,20210329,$20.25,TRUE,Month-to-Month,One Line,No Internet Service
2877-VDUER,Female,0,Yes,Yes,0,1,1,Mailed check,$40.90,"$1,383.60",No,34,TRUE,FALSE,FALSE,TRUE,FALSE,3,20180705,$40.90,TRUE,1 Year,No Phone Service,DSL
2878-DHMIN,Male,0,Yes,Yes,1,0,1,Electronic check,$19.90,$666.00,No,33,FALSE,FALSE,TRUE,FALSE,FALSE,3,20180716,$19.90,TRUE,1 Year,One Line,No Internet Service
2878-RMWXY,Male,1,Yes,No,2,2,2,Credit card (automatic),$102.65,"$7,550.30",No,74,FALSE,FALSE,TRUE,TRUE,TRUE,1,20150314,$102.65,TRUE,2 Year,Two or More Lines,Fiber Optic
2880-FPNAE,Male,1,Yes,No,1,2,0,Electronic check,$74.20,$140.10,No,2,FALSE,FALSE,TRUE,TRUE,TRUE,1,20210302,$74.20,TRUE,Month-to-Month,One Line,Fiber Optic
2882-DDZPG,Female,0,No,No,1,0,0,Bank transfer (automatic),$19.45,$227.45,No,12,TRUE,FALSE,TRUE,FALSE,FALSE,0,20200508,$19.45,TRUE,Month-to-Month,One Line,No Internet Service
2882-WDTBA,Male,0,Yes,Yes,1,1,2,Bank transfer (automatic),$75.75,"$5,388.15",No,71,FALSE,FALSE,TRUE,TRUE,TRUE,3,20150527,$75.75,TRUE,2 Year,One Line,DSL
2883-ILGWO,Male,1,No,No,2,2,0,Bank transfer (automatic),$104.90,"$5,913.95",No,56,FALSE,FALSE,TRUE,TRUE,TRUE,0,20160818,$104.90,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
2884-GBPFB,Female,0,Yes,No,1,2,0,Electronic check,$70.30,"$2,416.55",Yes,34,TRUE,TRUE,TRUE,TRUE,TRUE,1,20180618,$70.30,TRUE,Month-to-Month,One Line,Fiber Optic
2885-HIJDH,Male,0,Yes,Yes,2,1,2,Bank transfer (automatic),$86.90,"$6,194.10",No,71,FALSE,FALSE,TRUE,TRUE,TRUE,3,20150522,$86.90,TRUE,2 Year,Two or More Lines,DSL
2886-KEFUM,Female,0,Yes,No,2,2,1,Electronic check,$107.50,"$6,873.75",Yes,64,TRUE,TRUE,TRUE,TRUE,TRUE,1,20160101,$107.50,TRUE,1 Year,Two or More Lines,Fiber Optic
2887-JPYLU,Female,0,No,Yes,1,1,0,Bank transfer (automatic),$45.20,"$1,841.90",No,41,TRUE,FALSE,TRUE,TRUE,TRUE,2,20171206,$45.20,TRUE,Month-to-Month,One Line,DSL
2888-ADFAO,Female,0,Yes,Yes,1,0,2,Bank transfer (automatic),$21.30,"$1,041.80",No,49,TRUE,FALSE,TRUE,FALSE,FALSE,3,20170402,$21.30,TRUE,2 Year,One Line,No Internet Service
2889-FPWRM,Male,0,Yes,No,2,2,1,Bank transfer (automatic),$117.80,"$8,684.80",Yes,74,FALSE,TRUE,TRUE,TRUE,TRUE,1,20150309,$117.80,TRUE,1 Year,Two or More Lines,Fiber Optic
2890-WFBHU,Female,0,No,No,2,1,1,Credit card (automatic),$79.85,"$4,786.10",No,60,TRUE,FALSE,TRUE,TRUE,TRUE,0,20160501,$79.85,TRUE,1 Year,Two or More Lines,DSL
2892-GESUL,Female,0,Yes,Yes,1,0,2,Mailed check,$19.35,$309.25,No,16,TRUE,FALSE,TRUE,FALSE,FALSE,3,20191229,$19.35,TRUE,2 Year,One Line,No Internet Service
2894-QOJRX,Female,0,Yes,No,0,1,0,Bank transfer (automatic),$34.00,$853.00,Yes,25,TRUE,TRUE,FALSE,TRUE,FALSE,1,20190327,$34.00,TRUE,Month-to-Month,No Phone Service,DSL
2896-TBNBE,Male,0,Yes,No,1,2,1,Electronic check,$80.80,"$3,132.75",No,39,FALSE,FALSE,TRUE,TRUE,TRUE,1,20180204,$80.80,TRUE,1 Year,One Line,Fiber Optic
2897-DOVND,Male,0,No,No,1,2,0,Electronic check,$69.80,$146.65,No,2,FALSE,FALSE,TRUE,TRUE,TRUE,0,20210224,$69.80,TRUE,Month-to-Month,One Line,Fiber Optic
2898-LSJGD,Female,0,Yes,Yes,0,1,1,Electronic check,$55.95,"$1,157.05",Yes,21,TRUE,TRUE,FALSE,TRUE,FALSE,3,20190808,$55.95,TRUE,1 Year,No Phone Service,DSL
2898-MRKPI,Male,0,Yes,Yes,2,2,1,Credit card (automatic),$101.05,"$6,770.50",No,67,FALSE,FALSE,TRUE,TRUE,TRUE,3,20150930,$101.05,TRUE,1 Year,Two or More Lines,Fiber Optic
2900-PHPLN,Female,1,Yes,No,1,0,2,Credit card (automatic),$19.55,"$1,462.05",No,75,TRUE,FALSE,TRUE,FALSE,FALSE,1,20150205,$19.55,TRUE,2 Year,One Line,No Internet Service
2903-YYTBW,Male,0,Yes,Yes,1,1,0,Electronic check,$44.55,$44.55,No,1,FALSE,FALSE,TRUE,TRUE,TRUE,3,20210329,$44.55,TRUE,Month-to-Month,One Line,DSL
2904-GGUAZ,Female,0,Yes,No,2,2,2,Bank transfer (automatic),$84.05,"$6,052.25",No,72,TRUE,FALSE,TRUE,TRUE,TRUE,1,20150430,$84.05,TRUE,2 Year,Two or More Lines,Fiber Optic
2905-KFQUV,Female,0,Yes,No,1,2,0,Credit card (automatic),$70.40,$154.80,No,2,TRUE,FALSE,TRUE,TRUE,TRUE,1,20210221,$70.40,TRUE,Month-to-Month,One Line,Fiber Optic
2907-ILJBN,Female,0,Yes,Yes,1,0,1,Mailed check,$20.60,$233.90,No,11,TRUE,FALSE,TRUE,FALSE,FALSE,3,20200518,$20.60,TRUE,1 Year,One Line,No Internet Service
2908-WGAXL,Female,0,Yes,Yes,2,0,2,Credit card (automatic),$24.95,"$1,468.90",No,59,TRUE,FALSE,TRUE,FALSE,FALSE,3,20160603,$24.95,TRUE,2 Year,Two or More Lines,No Internet Service
2908-ZTPNF,Female,0,No,No,0,1,0,Bank transfer (automatic),$34.85,"$1,267.20",No,36,TRUE,FALSE,FALSE,TRUE,FALSE,0,20180419,$34.85,TRUE,Month-to-Month,No Phone Service,DSL
2911-IJORQ,Male,0,No,No,2,1,1,Bank transfer (automatic),$90.60,"$3,358.65",No,37,FALSE,FALSE,TRUE,TRUE,TRUE,0,20180328,$90.60,TRUE,1 Year,Two or More Lines,DSL
2911-UREFD,Female,0,Yes,No,0,1,0,Electronic check,$55.90,"$2,184.35",Yes,39,TRUE,TRUE,FALSE,TRUE,FALSE,1,20180126,$55.90,TRUE,Month-to-Month,No Phone Service,DSL
2911-WDXMV,Male,0,No,Yes,2,2,0,Credit card (automatic),$80.55,"$1,406.65",No,17,FALSE,FALSE,TRUE,TRUE,TRUE,2,20191114,$80.55,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
2916-BQZLN,Male,0,No,No,2,2,0,Electronic check,$84.75,"$1,651.95",No,19,FALSE,FALSE,TRUE,TRUE,TRUE,0,20190914,$84.75,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
2919-HBCJO,Female,0,No,No,1,2,0,Bank transfer (automatic),$76.65,$333.60,Yes,4,TRUE,TRUE,TRUE,TRUE,TRUE,0,20201217,$76.65,TRUE,Month-to-Month,One Line,Fiber Optic
2920-RNCEZ,Male,0,Yes,Yes,1,2,0,Credit card (automatic),$69.95,$69.95,No,1,FALSE,FALSE,TRUE,TRUE,TRUE,3,20210329,$69.95,TRUE,Month-to-Month,One Line,Fiber Optic
2921-XWDJH,Female,1,Yes,No,1,2,0,Electronic check,$83.45,"$3,147.15",No,38,TRUE,FALSE,TRUE,TRUE,TRUE,1,20180308,$83.45,TRUE,Month-to-Month,One Line,Fiber Optic
2923-ARZLG,Male,0,Yes,Yes,1,0,1,Mailed check,$19.70,,No,0,FALSE,FALSE,TRUE,FALSE,FALSE,3,20210429,#DIV/0!,#DIV/0!,1 Year,One Line,No Internet Service
2924-KHUVI,Male,0,Yes,No,2,2,1,Electronic check,$100.55,"$5,514.95",No,55,FALSE,FALSE,TRUE,TRUE,TRUE,1,20161003,$100.55,TRUE,1 Year,Two or More Lines,Fiber Optic
2925-MXLSX,Female,0,No,No,2,1,1,Credit card (automatic),$68.95,"$2,038.70",No,30,TRUE,FALSE,TRUE,TRUE,TRUE,0,20181111,$68.95,TRUE,1 Year,Two or More Lines,DSL
2925-VDZHY,Male,0,Yes,Yes,2,1,2,Credit card (automatic),$88.70,"$6,501.35",No,73,FALSE,FALSE,TRUE,TRUE,TRUE,3,20150322,$88.70,TRUE,2 Year,Two or More Lines,DSL
2926-JEJJC,Female,0,No,No,1,0,1,Bank transfer (automatic),$20.20,$140.95,No,7,TRUE,FALSE,TRUE,FALSE,FALSE,0,20200928,$20.20,TRUE,1 Year,One Line,No Internet Service
2927-CVULT,Female,0,Yes,Yes,2,2,2,Bank transfer (automatic),$104.05,"$5,566.40",No,53,TRUE,FALSE,TRUE,TRUE,TRUE,3,20161113,$104.05,TRUE,2 Year,Two or More Lines,Fiber Optic
2927-QRRQV,Male,0,Yes,No,2,2,1,Electronic check,$94.65,"$4,312.50",No,46,FALSE,FALSE,TRUE,TRUE,TRUE,1,20170713,$94.65,TRUE,1 Year,Two or More Lines,Fiber Optic
2928-HLDBA,Female,0,No,No,1,0,0,Mailed check,$20.70,$112.75,No,5,TRUE,FALSE,TRUE,FALSE,FALSE,0,20201114,$20.70,TRUE,Month-to-Month,One Line,No Internet Service
2929-ERCFZ,Female,0,Yes,Yes,1,2,0,Electronic check,$94.20,$777.30,Yes,8,TRUE,TRUE,TRUE,TRUE,TRUE,3,20200821,$94.20,TRUE,Month-to-Month,One Line,Fiber Optic
2929-QNSRW,Female,0,Yes,No,2,2,1,Electronic check,$98.25,"$5,508.35",Yes,56,TRUE,TRUE,TRUE,TRUE,TRUE,1,20160827,$98.25,TRUE,1 Year,Two or More Lines,Fiber Optic
2930-UOTMB,Female,0,No,No,2,1,0,Credit card (automatic),$65.25,"$1,994.30",Yes,31,TRUE,TRUE,TRUE,TRUE,TRUE,0,20181012,$65.25,TRUE,Month-to-Month,Two or More Lines,DSL
2931-FSOHN,Male,1,No,No,1,1,0,Electronic check,$59.90,$788.35,No,13,FALSE,FALSE,TRUE,TRUE,TRUE,0,20200324,$59.90,TRUE,Month-to-Month,One Line,DSL
2931-SVLTV,Male,0,Yes,Yes,2,2,0,Credit card (automatic),$110.10,"$4,469.10",No,41,FALSE,FALSE,TRUE,TRUE,TRUE,3,20171211,$110.10,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
2931-VUVJN,Female,1,Yes,No,2,2,1,Electronic check,$94.05,"$5,483.90",No,58,TRUE,FALSE,TRUE,TRUE,TRUE,1,20160620,$94.05,TRUE,1 Year,Two or More Lines,Fiber Optic
2931-XIQBR,Female,0,Yes,Yes,1,2,1,Mailed check,$103.05,"$5,153.50",No,50,TRUE,FALSE,TRUE,TRUE,TRUE,3,20170227,$103.05,TRUE,1 Year,One Line,Fiber Optic
2933-FILNV,Female,0,Yes,Yes,0,1,0,Mailed check,$24.40,$36.55,Yes,1,TRUE,TRUE,FALSE,TRUE,FALSE,3,20210314,$24.40,TRUE,Month-to-Month,No Phone Service,DSL
2933-XEUJM,Female,0,No,No,2,1,2,Mailed check,$79.20,"$3,593.80",No,45,TRUE,FALSE,TRUE,TRUE,TRUE,0,20170718,$79.20,TRUE,2 Year,Two or More Lines,DSL
2937-FTHUR,Female,0,No,Yes,2,1,0,Electronic check,$64.80,"$1,166.70",No,18,TRUE,FALSE,TRUE,TRUE,TRUE,2,20191029,$64.80,TRUE,Month-to-Month,Two or More Lines,DSL
2946-KIQSP,Female,0,No,No,0,1,0,Mailed check,$33.45,"$1,175.85",No,35,TRUE,FALSE,FALSE,TRUE,FALSE,0,20180525,$33.45,TRUE,Month-to-Month,No Phone Service,DSL
2947-DOMLJ,Male,0,No,Yes,1,1,0,Mailed check,$50.60,$50.60,Yes,1,FALSE,TRUE,TRUE,TRUE,TRUE,2,20210329,$50.60,TRUE,Month-to-Month,One Line,DSL
2951-QOQTK,Male,0,No,Yes,2,2,0,Credit card (automatic),$80.80,$332.45,Yes,4,FALSE,TRUE,TRUE,TRUE,TRUE,2,20201224,$80.80,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
2952-QAYZF,Male,0,No,No,2,2,0,Electronic check,$85.30,$424.15,Yes,5,FALSE,TRUE,TRUE,TRUE,TRUE,0,20201128,$85.30,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
